name,Shahar,Yili,"Dvigatel hajmi, l",Kuzov,Yurgani,Uzatish qutisi,Rangi,Uzatma,Kami bor,price
Chevrolet Nexia 3,Urganch,2019,1.5 (Gaz-benzin),Sedan,80 km,Mexanika,Sadaf-jigarrang,Oldi,Ha,9418
Chevrolet Nexia 3,Toshkent,2018,1.5 (Gaz-benzin),Sedan,30 500 km,Mexanika,Kumush rang,Oldi,Ha,9100
Chevrolet Lacetti,Namangan,2013,1.6 (Gaz-benzin),Sedan,180 000 km,Avtomat,Oq,Oldi,Ha,8900
Chevrolet Lacetti,Toshkent,2020,1.5 (Benzin),Sedan,39 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,10800
Chevrolet Lacetti,Toshkent,2013,1.6 (Benzin),Sedan,109 000 km,Avtomat,Oq,Oldi,,9000
Chevrolet Cobalt,Qarshi,2022,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,Ha,12281
Daewoo Matiz (Standart),Andijon,2008,0.8 (Gaz-benzin),Sedan,137 000 km,Avtomat,,Oldi,,4500
Chevrolet Lacetti,Toshkent,2021,1.6 (Benzin),Sedan,20 000 km,Avtomat,Oq,Oldi,Ha,13900
Chevrolet Lacetti,Urganch,2021,1.6 (Gaz-benzin),Sedan,15 000 km,Avtomat,Oq,Oldi,Ha,14543
Daewoo Nexia,Toshkent,2009,1.6 (Benzin),Sedan,280 000 km,Mexanika,,Oldi,Ha,5300
Chevrolet Lacetti,Denov,2009,1.8 (Gaz-benzin),Sedan,170 000 km,Mexanika,Oq,Oldi,Ha,7849
Chevrolet Tracker,Buxoro,2020,,,70 000 km,Avtomat,Oq,,Ha,17500
Chevrolet Nexia 2,Qumqo'rg'on tumani,2014,1.5 (Gaz-benzin),Sedan,79 000 km,Mexanika,Kumush rang,Oldi,Ha,6094
VAZ (Lada) 2107,Toshkent,1996,,Sedan,82 000 km,Mexanika,Qaymoq rang,Orqa,Ha,1600
Daewoo Gentra,Toshkent,2016,1.5 (Benzin),Sedan,97 000 km,Mexanika,Qizil,Oldi,Ha,9000
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,46 km,Avtomat,Qora,Oldi,Ha,14900
Chevrolet Matiz,Qarshi,2010,0.8 (Benzin),Hatchback,184 000 km,Mexanika,,Oldi,Ha,3878
VAZ (Lada) 2107,Jizzax,1984,,Sedan,,Mexanika,,Orqa,Ha,2200
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,47 000 km,Mexanika,Oq,Oldi,,9300
Daewoo Nexia,Navoiy,1999,,Sedan,500 000 km,Mexanika,,,Ha,4247
Chevrolet Damas,Toshkent,2022,,Hatchback,,Mexanika,,Orqa,,8500
Chevrolet Nexia 3,Toshkent,2019,1.5 (Benzin),Sedan,36 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,9000
Chevrolet Nexia 3,Toshkent,2020,1.5 (Benzin),Sedan,21 000 km,Avtomat,Oq,Oldi,,9800
Chevrolet Cobalt,Toshkent,2013,1.5 (Gaz-benzin),Sedan,350 000 km,Mexanika,Delfin,Oldi,Ha,7300
Chevrolet Damas,Yangiyo'l,2021,0.8 (Benzin),Mikroavtobus,20 000 km,Mexanika,,Orqa,Ha,7800
Chevrolet Damas,Bekobod tumani,2011,,Furgon,442 000 km,Mexanika,Oq,Orqa,Ha,4500
Kia Carnival,Toshkent,2006,2.9 (Dizel),Miniven,371 000 km,Avtomat,Olcha,Oldi,Ha,10000
VAZ (Lada) 2107,Toshkent,2012,1.8 (Gaz-benzin),Sedan,,Mexanika,,Orqa,Ha,6800
Hyundai Elantra,Toshkent,2011,1.6 (Benzin),,114 000 km,Mexanika,Kumush rang,Orqa,Ha,15000
Chevrolet Cobalt,Toshkent,2021,1.5 (Gaz-benzin),Sedan,68 000 km,Avtomat,Oq,Oldi,Ha,12465
Chevrolet Lacetti,Toshkent,2022,1.5 (Benzin),Sedan,,Mexanika,Mokriy asfalt,Oldi,Ha,12700
Chevrolet Cobalt,Toshkent,2014,1.5 (Benzin),Sedan,96 000 km,Mexanika,Oq,Oldi,Ha,9000
Chevrolet Matiz,Toshkent,2012,0.8 (Gaz-benzin),Hatchback,270 000 km,Mexanika,Oq,Oldi,Ha,4700
Chevrolet Nexia 3,Samarqand,2022,1.5 (Benzin),Sedan,2 500 km,Avtomat,,Oldi,Ha,11600
VAZ (Lada) 2105,Toshkent,1980,,Sedan,,Mexanika,,Orqa,Ha,1600
Chevrolet Lacetti,Toshkent,2017,1.8 (Benzin),Sedan,79 000 km,Mexanika,Oq,Oldi,Ha,10800
Chevrolet Lacetti,Toshkent,2011,1.8 (Benzin),Sedan,145 000 km,Mexanika,Oq,Oldi,Ha,9300
Chevrolet Lacetti,Toshkent,2013,1.6 (Gaz-benzin),Sedan,245 000 km,Avtomat,Delfin,Oldi,Ha,8600
Hyundai Sonata,Toshkent,1996,1.8 (Gaz-benzin),Sedan,,Mexanika,Oq,Oldi,Ha,5000
Chevrolet Nexia 2,Toshkent,2016,1.6 (Gaz-benzin),Sedan,150 000 km,Mexanika,Oq,Oldi,Ha,7000
Chevrolet Labo,Toshkent,2022,1.5 (Benzin),Pikup,,Mexanika,Oq,Oldi,Ha,8660
Daewoo Matiz Best,Sariosiyo tumani,2012,,Hatchback,245 000 km,Mexanika,,Oldi,,4432
Kia K5,Toshkent,2021,2.5 (Benzin),Sedan,12 000 km,Avtomat,Qora,Oldi,Ha,33499
Chevrolet Nexia 2,Samarqand,2014,1.6 (Benzin),Sedan,26 600 km,Mexanika,Kumush rang,Oldi,Ha,7800
Chevrolet Malibu,Toshkent,2014,2.4 (Benzin),Sedan,130 000 km,Avtomat,,Oldi,,15500
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,46 500 km,Mexanika,,Oldi,,8200
Chevrolet Nexia 3,Toshkent,2019,1.5 (Gaz-benzin),Sedan,113 500 km,Mexanika,Oq,Oldi,,8250
Ravon Gentra,Toshkent,2018,1.5 (Benzin),Sedan,98 km,Mexanika,Oq,Oldi,,12000
Chevrolet Spark,Jizzax,2012,1.3 (Gaz-benzin),Hatchback,230 000 km,Mexanika,Oq,Oldi,Ha,5540
Chevrolet Malibu 2,Toshkent,2018,2.5 (Benzin),Sedan,25 000 km,Avtomat,,To'liq,,25000
Chevrolet Cobalt,Andijon,2013,1.5 (Gaz-benzin),Sedan,145 000 km,Mexanika,Oq,Oldi,,7500
Chevrolet Cruze,Toshkent,2010,1.6 (Gaz-benzin),Yo‘ltanlamas,77 936 km,Avtomat,Qora,To'liq,Ha,13500
Kia Bongo,Samarqand,2010,3.5 (Gaz-benzin),Furgon,180 000 km,Mexanika,Ko'k,Orqa,,14000
Chevrolet Matiz,Zangiota tumani,2010,0.8 (Gaz-benzin),Hatchback,230 000 km,Mexanika,Oq,Oldi,,4200
Hyundai Santa Fe,Yakkabog' tumani,2020,2.5 (Benzin),Yo‘ltanlamas,41 000 km,Avtomat,Qora,To'liq,Ha,43500
Chevrolet Captiva,Toshkent,2013,3 (Benzin),Yo‘ltanlamas,160 km,Avtomat,Oq,To'liq,Ha,14500
Chevrolet Labo,Buxoro,2004,1.2 (Gaz-benzin),Pikup,300 000 km,Mexanika,Delfin,To'liq,Ha,4700
Chevrolet Lacetti,Toshkent,2019,1.5 (Benzin),Sedan,45 000 km,Avtomat,Mokriy asfalt,Oldi,Ha,12600
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,,Avtomat,Qora,Oldi,,14174
Chevrolet Nexia 3,Toshkent,2022,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,,11073
Mercedes-Benz Vito,Parkent tumani,2006,,Miniven,260 000 km,Mexanika,Oq,Orqa,Ha,12500
Chevrolet Spark,Andijon,2014,1.3 (Gaz-benzin),Hatchback,106 000 km,Mexanika,Oq,Oldi,,6000
Chevrolet Nexia 3,Toshkent,2018,1.5 (Benzin),Sedan,70 000 km,Mexanika,Mokriy asfalt,Oldi,,8100
Daewoo Nexia II,Yuqorichirchiq tumani,2013,1.5 (Gaz-benzin),,228 000 km,Mexanika,Mokriy asfalt,,Ha,6500
Chevrolet Nexia 2,Qibray tumani,2009,1.5 (Gaz-benzin),Sedan,184 000 km,Mexanika,Oq,Oldi,,6500
Chevrolet Damas,Toshkent,2018,1 (Benzin),Furgon,84 000 km,Mexanika,Oq,,Ha,6500
Hyundai Elantra,Toshkent,2022,1.6 (Benzin),Sedan,,Avtomat,Oq,Oldi,,26685
Hyundai Tucson,Toshkent,2022,2 (Benzin),Krossover,,Avtomat,Qizil,To'liq,,41921
Hyundai Palisade,Toshkent,2022,3.5 (Benzin),Hatchback,,Avtomat,Yashil,,,71560
Hyundai Elantra,Toshkent,2022,2 (Benzin),Sedan,,Avtomat,Xameleon,Oldi,,35549
Hyundai Sonata,Toshkent,2022,2 (Benzin),Sedan,,Avtomat,Xameleon,Oldi,,33795
Chevrolet Cobalt,Toshkent,2015,1.5 (Benzin),Sedan,165 000 km,Avtomat,Delfin,Oldi,Ha,8900
Hyundai Santa Fe,Toshkent,2022,3.5 (Benzin),Hatchback,,Avtomat,Mokriy asfalt,To'liq,,60203
Chevrolet Lacetti,Farg'ona,2019,1.6 (Gaz-benzin),Sedan,36 000 km,Avtomat,Oq,Oldi,Ha,13100
Chevrolet Nexia 2,Toshkent,2015,1.6 (Gaz-benzin),Sedan,222 000 km,Mexanika,Oq,Oldi,Ha,7000
Chevrolet Lacetti,Samarqand,2017,1 (Gaz-benzin),Sedan,99 000 km,Avtomat,Oq,Oldi,Ha,11500
Chevrolet Malibu,Farg'ona,2012,2.4 (Gaz-benzin),Sedan,116 600 km,Avtomat,Qora,Oldi,Ha,16000
Chevrolet Lacetti,Qarshi,2015,1.8 (Gaz-benzin),Sedan,255 000 km,Mexanika,Qora,Oldi,Ha,10000
Chevrolet Cobalt,Denov,2020,1.5 (Gaz-benzin),Sedan,27 000 km,Mexanika,,Oldi,,11542
Chevrolet Damas,Nukus,2020,,Universal,78 000 km,Mexanika,,Orqa,Ha,7110
Chevrolet Spark,Farg'ona,2017,1.3 (Gaz-benzin),Hatchback,81 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,7700
Chevrolet Damas,Samarqand,2020,1.2 (Benzin),Yo‘ltanlamas,21 000 km,Mexanika,,To'liq,,7600
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,20 km,Avtomat,Qora,Oldi,Ha,15200
Chevrolet Tahoe,Toshkent,2020,6.2 (Benzin),Yo‘ltanlamas,8 000 km,Avtomat,Qora,Oldi,Ha,65000
Chevrolet Lacetti,Termiz,2020,1.6 (Gaz-benzin),Sedan,48 600 km,Avtomat,Oq,Oldi,,13600
Chevrolet Spark,Toshkent,2022,1.3 (Benzin),Hatchback,4 900 km,Mexanika,Mokriy asfalt,Oldi,,10500
Daewoo Tico,Buxoro,1994,0.8 (Gaz-benzin),Hatchback,999 999 km,Mexanika,Oq,Oldi,,831
Chevrolet Tacuma,Shovot tumani,2007,1.6 (Gaz-benzin),Universal,350 000 km,Mexanika,,Oldi,Ha,5817
Chevrolet Nexia 3,Toshkent,2019,1.5 (Gaz-benzin),Sedan,86 000 km,Mexanika,Oq,Oldi,Ha,8495
Chevrolet Cobalt,Zarafshon,2019,1.5 (Gaz-benzin),Sedan,43 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,9880
Chevrolet Spark,Andijon,2021,1.3 (Benzin),Hatchback,7 100 km,Mexanika,Oq,Oldi,Ha,8500
Chevrolet Cobalt,Toshkent,2013,1.5 (Benzin),Sedan,151 000 km,Mexanika,Delfin,Oldi,Ha,8126
Chevrolet Spark,Toshkent,2018,1.2 (Benzin),Hatchback,127 000 km,Mexanika,Kumush rang,Oldi,Ha,7202
Chevrolet Spark,Toshkent,2017,1.2 (Benzin),Hatchback,142 000 km,Mexanika,Oq,Oldi,Ha,6648
Mercedes-Benz 190,Toshkent,1988,2.3 (Benzin),Sedan,595 413 km,Mexanika,Saxara (qum rang),Orqa,Ha,3700
Chevrolet Lacetti,Toshkent,2014,1.5 (Gaz-benzin),Sedan,169 000 km,Mexanika,Oq,Oldi,Ha,8680
Chevrolet Lacetti,Toshkent,2014,1.5 (Gaz-benzin),Sedan,169 000 km,Mexanika,Oq,Oldi,Ha,8680
Chevrolet Nexia 2,Toshkent,2014,1.6 (Benzin),Sedan,186 500 km,Mexanika,Oq,Oldi,Ha,6925
Chevrolet Lacetti,Toshkent,2010,1.8 (Benzin),Sedan,134 000 km,Mexanika,Oq,Oldi,Ha,7756
Chevrolet Lacetti,Toshkent,2010,1.8 (Benzin),Sedan,225 000 km,Mexanika,Oq,Oldi,Ha,7572
Chevrolet Malibu,Toshkent,2012,2.4 (Benzin),Sedan,174 000 km,Avtomat,Ko'k-xavorang,Oldi,Ha,14497
Chevrolet Lacetti,Toshkent,2021,1.5 (Benzin),Sedan,22 800 km,Avtomat,Oq,Oldi,Ha,14312
Chevrolet Spark,Toshkent,2020,1.2 (Benzin),Hatchback,54 000 km,Mexanika,Oq,Oldi,Ha,8495
Hyundai Starex,Toshkent,1998,2.5 (Dizel),Universal,124 000 km,Mexanika,Kumush rang,Orqa,Ha,7500
Chevrolet Lacetti,Toshkent,2022,1.5 (Benzin),Sedan,15 km,Mexanika,Oq,Oldi,,12400
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,54 000 km,Mexanika,,Oldi,Ha,7400
Chevrolet Cobalt,Toshkent,2015,1.5 (Benzin),Sedan,149 000 km,Avtomat,Oq,Oldi,Ha,9200
Chevrolet Matiz,Urganch,2012,0.8 (Gaz-benzin),Hatchback,154 000 km,Mexanika,Oq,Oldi,Ha,4155
Daewoo Matiz (Standart),Urganch,2009,,Hatchback,278 000 km,Mexanika,,,Ha,3139
Chevrolet Nexia 3,Toshkent,2019,1.5 (Benzin),Sedan,59 000 km,Mexanika,Oq,Oldi,Ha,8700
Chevrolet Damas,Namangan,2020,,Mikroven,17 000 km,Mexanika,Oq,Orqa,,8300
VAZ (Lada) Самара 2 (седан 2115),Buxoro,2005,1.5 (Gaz-benzin),Sedan,112 000 km,Mexanika,Kumush rang,Oldi,,3800
Chevrolet Cobalt,Buxoro,2019,1.5 (Gaz-benzin),Sedan,44 800 km,Mexanika,Qora,Oldi,Ha,9500
VAZ (Lada) 2107,Denov,1984,6.9 (Gaz-benzin),Sedan,102 000 km,Mexanika,To'q qizil,Orqa,Ha,2770
Chevrolet Lacetti,Toshkent,2020,1.5 (Benzin),Sedan,27 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,11300
VAZ (Lada) Samara (hatchback 2109),Farg'ona,1990,,Hatchback,,Mexanika,Qaymoq rang,Oldi,,2000
Chevrolet Malibu 2,Namangan,2020,2 (Benzin),Sedan,48 000 km,Avtomat,,Oldi,,27000
Daewoo Nexia,Mirishkor tumani,2008,,Sedan,122 000 km,Mexanika,Qaymoq rang,,,6464
Chevrolet Nexia 2,Toshkent,2003,,Sedan,,Mexanika,,,,4200
Chevrolet Cobalt,Toshkent,2015,1.5 (Gaz-benzin),Sedan,216 000 km,Mexanika,Oq,Oldi,Ha,8300
Chevrolet Nexia 2,Nukus,2015,1.6 (Gaz-benzin),Sedan,160 000 km,Mexanika,,Oldi,,6464
Daewoo Tico,Urganch,2002,,Hatchback,247 000 km,Mexanika,,,,2308
Chevrolet Damas,Toshkent,2022,,Hatchback,10 km,Mexanika,Oq,Oldi,Ha,8600
Chevrolet Nexia 2,Andijon,2014,1.6 (Gaz-benzin),Sedan,150 000 km,Mexanika,,Oldi,,6800
Kia Seltos,Toshkent,2021,2 (Benzin),Yo‘ltanlamas,18 000 km,Avtomat,Oq,Oldi,Ha,32800
Chevrolet Nexia 3,Qarshi,2020,1.5 (Benzin),Sedan,19 000 km,Mexanika,Oq,Oldi,Ha,9700
Chevrolet Damas,Xiva tumani,2022,,Universal,,Mexanika,Oq,Orqa,Ha,8587
Chevrolet Lacetti,Toshkent,2013,1.8 (Gaz-benzin),Sedan,105 000 km,Mexanika,Qora,Oldi,,10000
Daewoo Matiz (Standart),Buxoro,2006,,Sedan,,Mexanika,,,Ha,2800
Chevrolet Spark,Jarqo'rg'on tumani,2020,1.3 (Gaz-benzin),Hatchback,220 000 km,Mexanika,Oq,Oldi,Ha,8495
VAZ (Lada) Niva,Nukus,1996,,Sedan,100 000 km,Mexanika,,To'liq,,4155
Chevrolet Spark,Toshkent,2015,1.3 (Benzin),Hatchback,114 000 km,Mexanika,Oq,Oldi,,6300
Daewoo Matiz (Standart),Urganch,2010,,Hatchback,53 000 km,Mexanika,,,Ha,3970
Chevrolet Cobalt,Toshkent,2021,1.5 (Benzin),Sedan,19 000 km,Mexanika,Oq,Oldi,,15000
Chevrolet Cobalt,Urganch,2019,1.5 (Gaz-benzin),Sedan,30 000 km,Avtomat,Sadaf-jigarrang,Oldi,Ha,10757
Chevrolet Lacetti,Toshkent,2015,1.6 (Gaz-benzin),Sedan,207 000 km,Avtomat,Oq,Oldi,Ha,11000
VAZ (Lada) 2107,Samarqand,1994,,Sedan,,Mexanika,,,Ha,3200
Chevrolet Cobalt,Toshkent,2021,1.5 (Benzin),Sedan,21 600 km,Avtomat,Oq,Oldi,Ha,11700
VAZ (Lada) XRAY,Navoiy,2019,,Sedan,61 000 km,Mexanika,Saxara (qum rang),To'liq,Ha,16000
Moskvich 412,Namangan,1981,,Pikup,116 000 km,Mexanika,Qizil,Orqa,Ha,3232
Chevrolet Spark,Nukus,2013,1.3 (Gaz-benzin),Hatchback,251 000 km,Mexanika,Oq,Oldi,Ha,5633
Daewoo Matiz (Standart),Urganch,2007,,Hatchback,196 000 km,Mexanika,,,Ha,3324
Chevrolet Cobalt,Navoiy,2014,1.5 (Gaz-benzin),Sedan,166 000 km,Mexanika,Delfin,Oldi,Ha,7800
Chevrolet Equinox,Toshkent,2021,,Hatchback,14 000 km,Avtomat,Qora,Oldi,Ha,38000
Changan SC6443,Buxoro,2020,,Furgon,23 000 km,Mexanika,Oq,,Ha,13000
Daewoo Nexia,Nukus,2006,,Sedan,143 000 km,Mexanika,,,,4617
Chevrolet Spark,Buxoro,2012,1.3 (Gaz-benzin),Hatchback,192 000 km,Mexanika,Sariq-yashil rang,Oldi,Ha,5500
Daewoo Tico,Buxoro,1998,,Sedan,,Mexanika,,,Ha,1700
Daewoo Matiz (Standart),Urganch,2013,,Hatchback,105 000 km,Mexanika,,,Ha,4894
Chevrolet Nexia 2,Toshkent,2013,1.5 (Gaz-benzin),Sedan,650 km,Mexanika,Qaymoq rang,Oldi,,5000
Daewoo Matiz (Standart),Toshkent,2009,,Sedan,290 000 km,Mexanika,,,Ha,3300
Chevrolet Matiz,Toshkent,2013,,Hatchback,75 000 km,Avtomat,Oq,To'liq,,4900
Chevrolet Cobalt,Nukus,2019,1.5 (Benzin),Sedan,51 000 km,Mexanika,,Oldi,,9695
Chevrolet Matiz Best,Navoiy,2012,,Hatchback,295 177 km,Mexanika,Sariq,Oldi,,4155
Chevrolet Cobalt,Toshkent,2022,1.5 (Benzin),Sedan,,Avtomat,Mokriy asfalt,Oldi,,12500
VAZ (Lada) Samara (hatchback 2109),Samarqand,1989,,Sedan,,Mexanika,Qizil,Oldi,Ha,2500
VAZ (Lada) XRAY,Navoiy,2019,,Sedan,61 000 km,Mexanika,Saxara (qum rang),To'liq,Ha,16000
Moskvich 412,Namangan,1981,,Pikup,116 000 km,Mexanika,Qizil,Orqa,Ha,3232
Chevrolet Spark,Nukus,2013,1.3 (Gaz-benzin),Hatchback,251 000 km,Mexanika,Oq,Oldi,Ha,5633
Daewoo Matiz (Standart),Urganch,2007,,Hatchback,196 000 km,Mexanika,,,Ha,3324
Chevrolet Cobalt,Navoiy,2014,1.5 (Gaz-benzin),Sedan,166 000 km,Mexanika,Delfin,Oldi,Ha,7800
Chevrolet Equinox,Toshkent,2021,,Hatchback,14 000 km,Avtomat,Qora,Oldi,Ha,38000
Changan SC6443,Buxoro,2020,,Furgon,23 000 km,Mexanika,Oq,,Ha,13000
Daewoo Nexia,Nukus,2006,,Sedan,143 000 km,Mexanika,,,,4617
Chevrolet Spark,Buxoro,2012,1.3 (Gaz-benzin),Hatchback,192 000 km,Mexanika,Sariq-yashil rang,Oldi,Ha,5500
Daewoo Tico,Buxoro,1998,,Sedan,,Mexanika,,,Ha,1700
Daewoo Matiz (Standart),Urganch,2013,,Hatchback,105 000 km,Mexanika,,,Ha,4894
Chevrolet Nexia 2,Toshkent,2013,1.5 (Gaz-benzin),Sedan,650 km,Mexanika,Qaymoq rang,Oldi,,5000
Daewoo Matiz (Standart),Toshkent,2009,,Sedan,290 000 km,Mexanika,,,Ha,3300
Chevrolet Matiz,Toshkent,2013,,Hatchback,75 000 km,Avtomat,Oq,To'liq,,4900
Chevrolet Cobalt,Nukus,2019,1.5 (Benzin),Sedan,51 000 km,Mexanika,,Oldi,,9695
Chevrolet Matiz Best,Navoiy,2012,,Hatchback,295 177 km,Mexanika,Sariq,Oldi,,4155
Chevrolet Cobalt,Toshkent,2022,1.5 (Benzin),Sedan,,Avtomat,Mokriy asfalt,Oldi,,12500
VAZ (Lada) Samara (hatchback 2109),Samarqand,1989,,Sedan,,Mexanika,Qizil,Oldi,Ha,2500
GAZ 31029 (Volga),Quva tumani,1993,,Sedan,,Mexanika,,,Ha,1662
Daewoo Tico,Qo'shko'pir tumani,1997,,Hatchback,121 600 km,Mexanika,,,,2770
Chevrolet Damas,Navoiy,2022,,Sedan,1 300 km,Mexanika,Oq,Orqa,Ha,8218
Chevrolet Spark,Farg'ona,2015,1.3 (Gaz-benzin),Hatchback,65 000 km,Mexanika,Oq,Oldi,Ha,7000
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,60 000 km,Mexanika,Oq,Oldi,Ha,9000
Chevrolet Cobalt,Nukus,2020,1.5 (Gaz-benzin),Sedan,49 000 km,Mexanika,,Oldi,,10896
Daewoo Matiz (Standart),Urganch,2004,,Hatchback,250 000 km,Mexanika,,,,2216
Changan SC6415,Buxoro,2014,,Furgon,270 000 km,Mexanika,Oq,,Ha,6500
Chevrolet Matiz,To'rtko'l tumani,2010,0.8 (Benzin),Hatchback,59 000 km,Mexanika,Kumush rang,Oldi,,4247
Chevrolet Cobalt,Nukus,2020,1.5 (Benzin),Sedan,27 854 km,Mexanika,Sadaf-jigarrang,Oldi,Ha,11080
Hyundai Starex,Toshkent,2006,,Sedan,12 000 km,Avtomat,,Orqa,Ha,13000
Moskvich AZLK 2136 Kombi,Namangan,1991,,Hatchback,,Mexanika,,Orqa,Ha,2500
Chevrolet Spark,Buxoro,2019,1.3 (Gaz-benzin),Hatchback,103 000 km,Mexanika,,Oldi,Ha,8000
Chevrolet Spark,Buxoro,2012,1.3 (Gaz-benzin),Hatchback,115 000 km,Mexanika,,Oldi,,5700
Chevrolet Spark,Toshkent,2015,1.3 (Benzin),Hatchback,160 000 km,Mexanika,Ko'k-xavorang,Oldi,Ha,5900
Chevrolet Damas,Toshkent,2019,,Mikroavtobus,45 000 km,Mexanika,Oq,,Ha,8000
Chevrolet Matiz Best,Buxoro,2013,1 (Gaz-benzin),Hatchback,300 000 km,Mexanika,,Oldi,Ha,3600
Daewoo Matiz (Standart),Urganch,2008,,Hatchback,,Mexanika,,,Ha,2770
Chevrolet Cobalt,Toshkent,2020,1.5 (Gaz-benzin),Sedan,71 000 km,Avtomat,Oq,Oldi,Ha,11700
Chevrolet Captiva,Farg'ona,2017,3 (Benzin),Krossover,57 000 km,Avtomat,Qora,To'liq,,26000
Chevrolet Lacetti,Qo'qon,2022,1.6 (Benzin),Sedan,,Avtomat,Qora,Oldi,,15500
Daewoo Nexia II,Toshkent,2009,,Sedan,860 000 km,Mexanika,Kulrang,,Ha,4900
Daewoo Nexia II,Toshkent,2009,,Sedan,860 000 km,Mexanika,Kulrang,,Ha,4900
Chevrolet Matiz,Urganch,2015,0.8 (Benzin),Hatchback,30 000 km,Mexanika,,Oldi,,5263
Chevrolet Cobalt,Samarqand,2022,1.5 (Benzin),Universal,7 000 km,Avtomat,Oq,Oldi,,12400
Hafei Lobo,Buxoro,2007,,Furgon,,Mexanika,Oq,,Ha,4000
Chevrolet Lacetti,Nukus,2014,1.8 (Gaz-benzin),Sedan,209 000 km,Mexanika,,Oldi,,10157
Daewoo Matiz (Standart),Urganch,2009,,Hatchback,192 000 km,Mexanika,,,Ha,3693
Chevrolet Damas,Samarqand,2000,,Sedan,200 000 km,Mexanika,Oq,Oldi,Ha,3000
Chevrolet Malibu,Toshkent,2013,2.4 (Gaz-benzin),Sedan,121 000 km,Mexanika,Oq,Oldi,Ha,15000
Chevrolet Spark,Buxoro,2018,1.3 (Gaz-benzin),Hatchback,38 000 km,Mexanika,,Oldi,Ha,7700
Chevrolet Nexia 3,Buxoro,2019,1.5 (Gaz-benzin),Sedan,45 000 km,Mexanika,,Oldi,Ha,9000
Chevrolet Lacetti,Kitob tumani,2011,1.8 (Gaz-benzin),Sedan,125 000 km,Mexanika,Delfin,Oldi,Ha,8600
VAZ (Lada) XRAY,Toshkent,2018,1.8 (Benzin),Hatchback,63 800 km,Avtomat,Kumush rang,Oldi,Ha,11500
Chevrolet Epica,Samarqand,2009,2.5 (Gaz-benzin),Sedan,95 528 km,Avtomat,Jigarrang,Oldi,Ha,11500
Chevrolet Lacetti,Jizzax,2020,1.5 (Gaz-benzin),Sedan,90 506 km,Mexanika,Jigarrang,Oldi,Ha,12500
VAZ (Lada) 2106,Samarqand,1983,1 (Gaz-benzin),Yo‘ltanlamas,,Robot,,,Ha,1108
Chevrolet Spark,Toshkent,2014,1.3 (Benzin),Hatchback,299 000 km,Mexanika,Qora,Oldi,Ha,5000
Daewoo Matiz (Standart),Urganch,2010,,Hatchback,229 000 km,Mexanika,,,Ha,3693
VAZ (Lada) XRAY,Farg'ona,2014,,Hatchback,66 000 km,Mexanika,,Oldi,,13500
Chevrolet Nexia 3,Navoiy,2019,1.5 (Benzin),Sedan,50 000 km,Mexanika,Oq,Oldi,Ha,8800
Chevrolet Nexia 2,Buxoro,2016,1.6 (Gaz-benzin),Sedan,68 000 km,Mexanika,Oq,Oldi,,7000
VAZ (Lada) XRAY,Toshkent,2018,1.8 (Benzin),Hatchback,63 800 km,Avtomat,Kumush rang,Oldi,Ha,11500
Chevrolet Epica,Samarqand,2009,2.5 (Gaz-benzin),Sedan,95 528 km,Avtomat,Jigarrang,Oldi,Ha,11500
Chevrolet Lacetti,Jizzax,2020,1.5 (Gaz-benzin),Sedan,90 506 km,Mexanika,Jigarrang,Oldi,Ha,12500
VAZ (Lada) 2106,Samarqand,1983,1 (Gaz-benzin),Yo‘ltanlamas,,Robot,,,Ha,1108
Chevrolet Spark,Toshkent,2014,1.3 (Benzin),Hatchback,299 000 km,Mexanika,Qora,Oldi,Ha,5000
Daewoo Matiz (Standart),Urganch,2010,,Hatchback,229 000 km,Mexanika,,,Ha,3693
VAZ (Lada) XRAY,Farg'ona,2014,,Hatchback,66 000 km,Mexanika,,Oldi,,13500
Chevrolet Nexia 3,Navoiy,2019,1.5 (Benzin),Sedan,50 000 km,Mexanika,Oq,Oldi,Ha,8800
Chevrolet Nexia 2,Buxoro,2016,1.6 (Gaz-benzin),Sedan,68 000 km,Mexanika,Oq,Oldi,,7000
Chevrolet Nexia 3,Farg'ona,2020,1.5 (Benzin),Sedan,21 000 km,Avtomat,Jigar rang,Oldi,,10000
Chevrolet Nexia 3,Toshkent,2020,1.5 (Gaz-benzin),Sedan,60 000 km,Mexanika,Mokriy asfalt,Oldi,Ha,8500
Chevrolet Damas,Olmaliq,2021,,Mikroavtobus,32 918 km,Mexanika,Oq,,Ha,8500
